 ,url,title,summary,claimant,verdict,party,topic,sub category,date_published,creator,publisher,license_type,copyright,verdict_simplified,date,claim,verdict_complete
9728662.0,https://www.abc.net.au/news/9728662,"Fact check: Have robberies, assaults and burglaries increased in Victoria since Labor was elected?","Premier Daniel Andrews says crime is down 10 per cent, but Opposition Leader Matthew Guy claims the rates of aggravated robbery, robberies, assault and aggravated burglary have all risen under Labor.",Matthew Guy,Overstated,Liberal,Law and Order,"crime, crime stats, politics",Thu May 17 12:56:56 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-05-17 12:56:56,,
9748320.0,https://www.abc.net.au/news/9748320,Fact check: Can High Court justices be dual citizens?,"The University of Queensland's Professor Graeme Orr, claims High Court justices can hold dual citizens but parliamentarians cannot. ",Professor Graeme Orr,Checks Out,Industry,Politics,legislation,Thu May 17 16:26:34 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-05-17 16:26:34,,
9783098.0,https://www.abc.net.au/news/9783098,Fact check: Has the foreign aid budget been cut five years in a row?,"In a blistering response to the 2018 federal budget, charity group World Vision slammed the Federal Government for ""continuing Australia's darkest era of aid cuts and further letting down the world's most vulnerable"".",World Vision,Correct,Industry,Budget(s),Foreign Aid,Fri May 25 07:57:16 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-05-25 07:57:16,,
9796976.0,https://www.abc.net.au/news/9796976,Fact check: Is the level of Liberal women in Parliament lower now than it was in 1996?,"The Liberal Party has again come under fire for the low number of women in its federal parliamentary team, with former Liberal senator Judith Troeth arguing  female representation was ""disgracefully lagging"" and had regressed over the past two decades.",Judith Troeth,In the ballpark,Liberal,Gender,"Equal oppotunities, Politics, Women in Parliament",Wed Jun 06 08:08:19 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-06-06 08:08:19,,
9800624.0,https://www.abc.net.au/news/9800624,Fact check: Is the growth in government spending under the Coalition the lowest in 50 years?,"The Coalition's argues it is the party best equipped to manage the budget, with Prime Minister Malcolm Turnbull claiming the Government has the lowest rate of spending growth of any government over the last five decades.",Malcolm Turnbull,Close to the mark,Liberal,Economy,Spending growth,Fri Jun 01 07:19:17 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-06-01 07:19:17,,
9800656.0,https://www.abc.net.au/news/9800656,Fact check: Are more than half of Australia's working-age Muslims not in the workforce?,"Independent Senator Fraser Anning argues free welfare and public housing attracts migrants in ""search of a free ride at everyone else's expense"", claiming that 56 per cent of Australia's working-age Muslims are not in the labour force.",Fraser Anning,Wrong,Independent,Immigration,"Welfare, Migrants, Policies",Mon Jun 04 07:26:18 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-06-04 07:26:18,,
9808502.0,https://www.abc.net.au/news/9808502,Fact check: Was the latest dual citizenship decision 'absolutely obvious and clear'?,"The decision of the High Court in relation to the dual citizenship of Labor's Katy Gallagher has led to the departure of five politicians from Parliament, four of whom were from the Labor Party. Prime Minister Malcolm Turnbull claimed that the outcome for these MPs was never in doubt.",Malcolm Turnbull,Exaggerated,Liberal,Politics,"Dual citizenship, parliament",Fri Jun 08 07:18:08 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-06-08 07:18:08,,
9841392.0,https://www.abc.net.au/news/9841392,Fact check: Did the Pope declare wage theft a mortal sin that reaps eternal punishment?,"The union movement has enlisted the opinion of an unlikely ally in its campaign to make wage theft a crime. Australian Council of Trade Unions Secretary Sally McManus has told her Twitter followers that the Pope declared wage theft a mortal sin, which means ""punishment is eternal"".",Sally McManus,Faithful account,Unions,Employment,Wages theft,Thu Jun 14 07:25:52 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-06-14 07:25:52,,
9849426.0,https://www.abc.net.au/news/9849426,Fact check: Does the projected increase in revenue from the Government's crackdown on illicit tobacco rely on smokers switching to legal product?,"The Government has used its 2018 federal budget to announce new revenue from a crackdown on illegal tobacco. But Liberal Democrats senator David Leyonhjelm says the measure will “never raise anything like $3.3 billion”, forecast in the first year, claiming the Government has assumed most illegal tobacco smokers will switch to legal product. ",David Leyonhjelm,Ill-informed,Liberal,Economy,"Budget, Tobacco, Illicit tobacco trade",Wed Jun 20 07:31:46 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-06-20 07:31:46,,
9906284.0,https://www.abc.net.au/news/9906284,Fact check: Are your chances of getting the flu after a vaccination only decreased by 1 to 2 per cent?,"After unprecedented demand, the Government has been forced to order an additional 800,000 flu vaccines. But a professor of public health at Bond University has called into question the effectiveness of the vaccine, claiming it reduces the chance of getting flu by just 1 to 2 per cent.",Chris Del Mar,Misleading,Industry,Health,Vaccines,Thu Jul 05 07:05:16 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-07-05 07:05:16,,
9923584.0,https://www.abc.net.au/news/9923584,"Fact Check Zombie: Ged Kearney's claim that 700,000 workers had their penalty rates cut is still fanciful","Labor MP Ged Kearney has repeated the Opposition's claim that 700,000 Australians would have their Sunday penalty rates cut, in line with a decision made by the Fair Work Commission in 2017. Fact Check found this figure was inflated and therefore fanciful.",,,Labor,Employment,Penalty rates,Mon Jul 02 12:34:42 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-07-02 12:34:42,,
9931782.0,https://www.abc.net.au/news/9931782,Fact check: Are ABC employees or journalists five times more likely to vote for the Greens than the general population?,"Against a backdrop of calls from Liberal Party members to privatise the national broadcaster, Sinclair Davidson, an RMIT academic and adjunct fellow at the Institute of Public Affairs, claimed ABC employees were five times more likely to be Greens voters than other Australians.",Professor Sinclair Davidson,Flimsy,Industry,Politics,ABC,Fri Jul 13 07:18:36 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-07-13 07:18:36,,
9989808.0,https://www.abc.net.au/news/9989808,Fact check: Is the Government spending record amounts on health and hospitals?,"Replying to a suggestion that voters might prefer higher hospital and education funding over tax cuts, Prime Minister Malcolm Turnbull claimed the Government was spending ""record amounts"" on hospitals and health.",Malcolm Turnbull,Fair Call,Liberal,Health,Funding,Wed Jul 25 16:56:18 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-07-25 16:56:18,,
9989858.0,https://www.abc.net.au/news/9989858,Fact check: Is the Government's income tax relief focused on female taxpayers?,"Ahead of the 2019 federal election, debate has turned to the fairness of the Turnbull Government's tax package. Kelly O'Dwyer, the Minister for Revenue and Financial Services, and Minister for Women, has weighed in, claiming the tax cuts were ""good for women"" because they were focused on people earning $90,000 or less — many of them women.",Kelly O'Dwyer,Misleading,Liberal,Gender,"Equal opportunities, Gender equality, Taxation ",Wed Aug 01 07:32:36 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-08-01 07:32:36,,
9990360.0,https://www.abc.net.au/news/9990360,Fact check: Could asylum seekers travelling from New Zealand obtain a visa on arrival in Australia?,"Asked whether he would consider a New Zealand offer to resettle asylum seekers from Nauru and Manus Island, Minister for Home Affairs Peter Dutton said the plan would be a ""complete disaster"", and claimed people smugglers would target New Zealand because its visa arrangements offered a way to get into Australia.",Peter Dutton,Not the full story,Liberal,Immigration,Asylum seekers,Mon Jul 23 08:44:13 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-07-23 08:44:13,,
9999182.0,https://www.abc.net.au/news/9999182,Fact check: Is sugar consumption down while obesity rates have risen?,"Alison Watkins, the group managing director of Coca-Cola Amatil, has argued against a sugar tax, emphasising that despite a fall in the consumption of added sugars since 1995, obesity rates have continued to rise.",Alison Watkins,Spin,Industry,Health,"Sugar tax, Obesity, Well-being, Sugar consumption",Fri Aug 03 06:06:57 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-08-03 06:06:57,,
10003610.0,https://www.abc.net.au/news/10003610,Fact check: Has a government not won a seat from an opposition at a by-election in 100 years?,"In the run up to a series of federal by-elections, Special Minister of State Mathias Cormann claimed no government, of either political persuasion, had won a seat off an opposition at a by-election in the past 100 years.",Mathias Cormann,Correct,Liberal,Politics,By-elections,Fri Jul 27 07:18:50 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-07-27 07:18:50,,
10051632.0,https://www.abc.net.au/news/10051632,Fact check: Has equality for Australian women relative to the world fallen in the last six or eight years?,"Gillian Triggs, former president of the Australian Human Rights Commission, has warned that equality for Australian women has worsened dramatically since the beginning of the decade.",Gillian Triggs,Fair Call,Industry,Gender,Gender equality,Mon Aug 13 06:58:11 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-08-13 06:58:11,,
10079236.0,https://www.abc.net.au/news/10079236,Fact check: Have wages grown in five years under the Coalition only as much as they did in one year under Labor?,"Despite the Turnbull Government predicting a rise in pay packets, former treasurer Wayne Swan says real private sector wages have grown just one per cent across the five years since the Coalition assumed office in 2013, and claims Labor achieved an equivalent increase in a single year of government.",Wayne Swan,In the ballpark,Labor,Employment,Wage growth,Wed Aug 15 06:00:06 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-08-15 06:00:06,,
10133028.0,https://www.abc.net.au/news/10133028,Fact check: Are Muslims in NSW and Victoria three times more likely than other groups to be convicted of crimes?,"In his headline-grabbing first speech to parliament, Katter's Australian Party senator Fraser Anning railed against Muslim immigration, and claimed Muslims in Australia were ""vastly"" overrepresented in crime rates.",Fraser Anning,Baseless,Independent,Immigration,"Crime, Muslims",Tue Aug 21 06:56:38 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-08-21 06:56:38,,
10139350.0,https://www.abc.net.au/news/10139350,Fact check: Are a majority of working-age Australian Muslims not working and living on welfare?,"In his first speech to Parliament, Senator Fraser Anning, a member of Katter's Australian Party, made a number of disputed claims including that ""a majority of Muslims in Australia of working age do not work and live on welfare"".",Fraser Anning,half-baked,Independent,Immigration,"Welfare, Migrants, Muslims",Fri Aug 24 06:00:59 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-08-24 06:00:59,,
10147364.0,https://www.abc.net.au/news/10147364,Fact check: Would reducing international student visas create university places for Australians?,"Senator Fraser Anning of Katter's Australian Party says migration is a ""critical problem"" facing the nation, and used his controversial maiden speech to argue for a big reduction in student visas, which he claims would create more university places for Australians.",Fraser Anning,Ill-informed,Independent,Education,"Student visas, International students",Thu Aug 23 13:15:50 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-08-23 13:15:50,,
10187550.0,https://www.abc.net.au/news/10187550,Fact check: Do Sudanese people account for only 1 per cent of crimes committed in Victoria?,"A brawl in the Melbourne suburb of Collingwood has reignited the debate about crime in Victoria and, in particular, offending by African Australians. But lawyer and social justice advocate Nyadol Nyuon claims that the majority of crimes in Victoria are committed by people born in Australia and New Zealand, with people from Sudan accouning for just one per cent of crimes.",Nyadol Nyon,Checks Out,Industry,Law and Order,Crime stats,Wed Sep 05 06:49:00 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-09-05 06:49:00,,
10194408.0,https://www.abc.net.au/news/10194408,Fact check: Did former prime minister Harold Holt abolish the White Australia policy?,"When Senator Fraser Anning of Katter's Australian Party said the end of the White Australia Policy had come about because of former Labor prime minister Gough Whitlam, Liberal MP Tim Wilson responded by claiming it was former Liberal prime minister Harold Holt who had abolished the controversial Policy.",Tim Wilson,Simplistic,Liberal,Immigration,"History, Politics",Thu Sep 06 06:01:26 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-09-06 06:01:26,,
10230820.0,https://www.abc.net.au/news/10230820,Fact check: Does Scott Morrison's first cabinet have additional female representation?,"As the dust settles on a messy leadership spill, allegations of bullying of female members of the parliamentary Liberal Party have opened a debate over whether the party has a problem with women's representation. But Josh Frydenberg, the newly elected Deputy Leader, says there are now more women in cabinet.",Josh Frydenberg,Overstated,Liberal,Gender,"Gender equality, Women in cabinet, Women in Parliament",Thu Sep 13 06:54:48 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-09-13 06:54:48,,
10256464.0,https://www.abc.net.au/news/10256464,Fact check: Has the Coalition been unable to reach its target of 50 per cent women on government boards?,"Following the ousting of prime minister Malcolm Turnbull and allegations that women were bullied during the leadership spill, independent Victorian MP Cathy McGowan has cast doubt on the Coalition's ability to boost the number of women in its ranks, claiming the Government hasn't even managed to reach its target for female representation on government boards. But is that a fair assessment?",Cathy McGowan,Jumping the gun,Independent,Gender,"Gender equality, Women in cabinet, Women in Parliament",Thu Sep 27 06:50:31 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-09-27 06:50:31,,
10264402.0,https://www.abc.net.au/news/10264402,Fact check: Will Queensland's proposed abortion laws allow unrestricted access after 22 weeks?,Coalition senator for Queensland Matt Canavan claims that a bill proposing to decriminalise abortion in the state would allow unrestricted access to abortions after 22 weeks' gestation.,Matt Canavan,Baseless,National_Party,Health,Abortion,Thu Oct 04 06:58:22 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-10-04 06:58:22,,
10287356.0,https://www.abc.net.au/news/10287356,Fact check: Are company profits growing five times faster than Australians' wages?,Opposition finance spokesman Jim Chalmers claims that company profits have grown five times faster than Australians' wages.,Jim Chalmers,More to the story,Labor,Economy,,Mon Sep 24 08:23:37 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-09-24 08:23:37,,
10302358.0,https://www.abc.net.au/news/10302358,Fact check: Has the gender pay gap shrunk under the Coalition Government's policies?,Prime Minister Scott Morrison claims that the gender pay gap has shrunk to a record low under the policies of the Coalition Government. ,Scott Morrison,Overreach,Liberal,Gender,"Equality, pay gap",Tue Oct 02 07:02:46 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-10-02 07:02:46,,
10342960.0,https://www.abc.net.au/news/10342960,Fact check: Is Australia's population the fastest growing in the developed world?,"Australian entrepreneur Dick Smith claims that Australia's annual population growth rate, at 1.6 per cent, is the highest in the ""developed world"".",Dick Smith,Incorrect,Industry,Immigration,Population Growth,Thu Oct 11 07:08:55 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-10-11 07:08:55,,
10363758.0,https://www.abc.net.au/news/10363758,Fact check: Did the government cut $1.2 billion from aged care funding?,Opposition Leader Bill Shorten claims that Prime Minister Scott Morrison cut $1.2 billion in funding from aged care in his first budget as treasurer. ,Bill Shorten,Misleading,Labor,Budget(s),Aged Care,Tue Oct 16 07:02:22 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-10-16 07:02:22,,
10365750.0,https://www.abc.net.au/news/10365750,Fact check: Is two-thirds of Australia's food production reliant on bee pollination?,Fruit and vegetable magnate Robert Costa claims that two-thirds of Australia's food production relies on bee pollination.,Robert Costa,Overstated,Industry,Environment,,Mon Oct 15 06:01:32 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-10-15 06:01:32,,
10387552.0,https://www.abc.net.au/news/10387552,"Fact check: Do two-thirds of negative gearers have a taxable income under $80,000?","Treasurer Josh Frydenberg claims that two-thirds of people who use negative gearing have a taxable income of less than $80,000 a year. ",Josh Frydenberg,Misleading,Liberal,Economy,,Fri Nov 16 05:44:46 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-11-16 05:44:46,,
10404508.0,https://www.abc.net.au/news/10404508,Fact check: Had no independent ever been re-elected to the Lower House before 2001?,"Katter's Australian Party MP Bob Katter claims that when he was elected for his second term as an independent in the early 2000s, it was the first time an independent had ever been re-elected.",Bob Katter,wrong,Independent,Politics,,Fri Oct 26 06:48:57 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-10-26 06:48:57,,
10447492.0,https://www.abc.net.au/news/10447492,Fact check: Have wages grown steadily and outstripped inflation over the past decade?,"Jobs and Industrial Relations Minister Kelly O'Dwyer claims that wages have grown steadily over the past decade, rising by 30 per cent and outstripping inflation at 20 per cent. ",Kelly O'Dwyer,Not the full story,Liberal,Employment,Wages,Thu Nov 01 06:55:26 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-11-01 06:55:26,,
10456650.0,https://www.abc.net.au/news/10456650,Fact check: Have the asylum seekers on Nauru not proven themselves to be genuine refugees?,"One Nation Leader Pauline Hanson claims that the asylum seekers who remain on Nauru have failed to prove they are genuine refugees, so should not come to Australia. ",Pauline Hanson,Wrong,One_Nation_Party,Immigration,Asylum seekers,Fri Nov 02 05:40:22 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-11-02 05:40:22,,
10471176.0,https://www.abc.net.au/news/10471176,Fact check: Has the number of frontline police in Victoria fallen by 190 under Labor?,"Ahead of the 2018 state election, Victorian Opposition police spokesman Edward O'Donohue claims that ""frontline police numbers"" have decreased by 190 in Victoria under the Andrews Government. ",Edward O'Donohue,Misleading,Liberal,Law and Order,Police,Fri Nov 09 05:45:26 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-11-09 05:45:26,,
10481462.0,https://www.abc.net.au/news/10481462,Fact check: Has crime in the Bentleigh electorate jumped 58 per cent under Victorian Labor?,"Ahead of the 2018 Victorian state election, Asher Judah, the Liberal candidate for Bentleigh, claims that crime is up 58 per cent.",Asher Judah,More to the story,Liberal,Law and Order,Crime,Thu Nov 15 06:50:10 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-11-15 06:50:10,,
10510172.0,https://www.abc.net.au/news/10510172,Fact check: Did the Victorian Coalition cut a billion dollars from health when last in office?,"Ahead of the 2018 state election, Victorian Health Minister Jill Hennessy claims that when the Coalition was last in office, it cut $1 billion from the health system.",Jill Hennessy,Wrong,Labor,Health,Funding ,Wed Nov 21 16:03:04 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-11-21 16:03:04,,
10510204.0,https://www.abc.net.au/news/10510204,Fact check: Is Victoria the highest taxing state in the nation?,"Ahead of the 2018 state election, Victorian Shadow Treasurer Michael O'Brien claims Victoria is the highest taxing state in Australia.",Michael O'Brien,"Yes, but more to it",Liberal,Taxation,Economy,Tue Nov 20 13:05:04 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-11-20 13:05:04,,
10545822.0,https://www.abc.net.au/news/10545822,Fact check: Has Victoria's share of Chinese investment in Australia more than tripled over four years?,"Ahead of the 2018 Victorian state election, Premier Daniel Andrews claims that the state's share of Chinese investment in Australia has more than tripled in the past four years.",Daniel Andrews,Fair Call,Labor,Economy,"China, Infrastructure, Investment",Fri Nov 23 05:54:04 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-11-23 05:54:04,,
10566014.0,https://www.abc.net.au/news/10566014,Have removal rates of Indigenous children increased 400 per cent since 2008?,Former Victorian Greens MP Lidia Thorpe claims that the rate of removal of Indigenous children has increased five-fold over the decade to 2018.,Lidia Thorpe,Doesn't check out,Greens,Indigenous Affairs,Social Issues ,Wed Dec 12 07:00:40 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Negative,2018-12-12 07:00:40,,
10568410.0,https://www.abc.net.au/news/2018-12-03/fact-check-are-drug-dogs-incorrect-75-pc-of-the-time/10568410,Are drug sniffer dogs incorrect 75 per cent of the time?,A statement on the Victorian Greens' website claims that drug detection dogs are incorrect 75 per cent of the time.,Victoria Greens,Close to the mark,Greens,Law and Order,Pill Testing,Mon Dec 03 07:02:00 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-12-03 07:02:00,,
10595756.0,https://www.abc.net.au/news/10595756,Has the Coalition Government doubled net debt?,"Shadow assistant treasurer Andrew Leigh claims that net debt has doubled under the Coalition Government and ""hit a record high"" of ""some $350 billion"".",Andrew Leigh,"Yes, but more to it",Labor,Economy,"Debt, Net debt",Tue Dec 11 06:35:30 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-12-11 06:35:30,,
10620194.0,https://www.abc.net.au/news/10620194,Are carbon emissions coming down in Australia?,"Former Howard government minister Amanda Vanstone claims that ""emissions are coming down"" in Australia. ",Amanda vanstone,Misleading,Liberal,Environment,"Climate change, emissions",Mon Dec 17 06:44:20 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2018-12-17 06:44:20,,
10626204.0,https://www.abc.net.au/news/10626204,Will Labor's dividend imputation policy overwhelmingly affect the low paid?,"The Morrison Government has argued Labor's controversial plan to scrap refundable franking credits on dividends from shares is unfair. Assistant Treasurer Stuart Robert says the plan will overwhelmingly hit low and middle-income earners, claiming that 84 per cent of people affected are on taxable incomes of less than $37,000.",Stuart Robert,Misleading,Liberal,Economy,,Wed Jan 30 06:11:26 EST 2019,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2019-01-30 06:11:26,,
10627318.0,https://www.abc.net.au/news/10627318,"Is the Pacific island nation of Tuvalu growing, and not sinking, as Craig Kelly says?","Caught on tape mocking ""lefties"" for exaggerating the effects of climate change, Liberal MP and climate sceptic Craig Kelly has claimed that Tuvalu is not sinking beneath the seas but, according to the scientific literature, growing.",Craig Kelly,Checks Out,Liberal,Environment,,Wed Dec 19 06:47:16 EST 2018,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2018-12-19 06:47:16,,
10696844.0,https://www.abc.net.au/news/10696844,Does Labor have twice the number of women the Liberals have in Parliament and on the frontbench?,"Deputy Opposition Leader Tanya Plibersek claims that Labor is well ahead of the Liberal Party when it comes to female representation, with more than double the number of women in its parliamentary party, and double the number of women on its frontbench.",Tanya Plibersek,"Yes, but more to it",Labor,Employment,Equal Opp,Thu Feb 07 06:03:51 EST 2019,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2019-02-07 06:03:51,"Prime Minister Scott Morrison said that the gender pay gap has ""narrowed under the policies of our government"".","Mr Morrison's claim is overreach — his number check out, but experts told Fact Check that no Government policy was responsible for the narrowing, and that economic events such as the mining boom which saw men's wages rise faster relative to women, play a part."
10780846.0,https://www.abc.net.au/news/10780846,Are five MCGs of native forest being logged in Victoria every day?,"Environmentalists frequently talk about logging in terms of how many ""football fields"" or ""soccer pitches"" are felled. But in the lead up to the 2018 Victorian state election, the Greens released a policy paper that measured logging in a slightly different way: MCGs. ",Greens,Close to the mark,Greens,Environment,,"20 Feb 2019, 4:01pm",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,Positive,2019-02-20 16:01:00,,
10798654.0,https://www.abc.net.au/news/10798654,Fact check: Could Richard Di Natale and Bob Brown act as medical advisers on the transfer of refugees under proposed legislation?,"As the Government seeks to prevent the passage of the so-called ""medevac bill"", Home Affairs Minister Peter Dutton has questioned the influence medical practitioners would have in deciding to transfer sick refugees to Australia for treatment, suggesting that Greens politicians could be qualified to provide the medical advice used to justify a transfer.",Peter Dutton,Drawing a long bow,Liberal,Immigration,"legistlation, Asylum seekers",Mon Feb 11 15:51:02 EST 2019,RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,In_Between,2019-02-11 15:51:02,,
10821084.0,http://www.abc.net.au/news/2019-02-22/fact-check-have-homeownership-rates-for-young-people-dropped/10821084,Labor says the home ownership rate for young people has fallen 20 per cent. Is that right?,"Keeping to Labor's theme of economic inequality in the leadup to the 2019 federal election, Shadow Treasurer Chris Bowen claims home ownership rates for people aged 25-34 have ""spiralled downwards in recent years"".",Chris Bowen,In the ballpark,Labor,Economy,,"22 Feb 2019, 6:21am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-02-22 06:21:00,,
10845696.0,http://www.abc.net.au/news/2019-02-26/fact-check-does-labors-capital-gains-tax-policy-frydenberg/10845696,"Labor's capital gains changes will hurt those on less than $80,000, Josh Frydenberg says. Is that right?","Treasurer Josh Frydenberg says Labor's proposed 50 per cent capital gains tax increase will hit not only the economy but also taxpayers on low-to-middle incomes, and claims that more than 60 per cent of people who declare capital gains have taxable incomes of less than $80,000.",Josh Frydenberg,Misleading,Liberal,Economy,Capital gains,"26 Feb 2019, 6:27am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-02-26 06:27:00,,
10824996.0,http://www.abc.net.au/news/2019-02-28/fact-check-crimes-against-humanity-wilkie-nauru-manus-refugees/10824996,"By sending asylum seekers to Nauru and Manus, is Australia guilty of crimes against humanity?","Independent MP Andrew Wilkie has condemned successive Australian governments for failing to meet their obligations under international law to asylum seekers and refugees who arrive by sea, and says the Government has committed crimes against humanity.",Andrew Wilkie,Untested,Independent,Immigration,Asylum seekers,"28 Feb 2019, 9:03am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-02-28 09:03:00,,
10839222.0,http://www.abc.net.au/news/2019-03-01/fact-check-medevac-refugees-offshore-coleman/10839222,Will the medevac bill allow healthy refugees on Nauru and Manus to come to Australia?,"Immigration Minister David Coleman has criticised the so-called ""medevac bill"", claiming the legislation requires a ""very, very low threshold"" for bringing refugees and asylum seekers to Australia from Manus Island and Nauru.",David Coleman,Spin,Liberal,Immigration,Asylum seekers,"1 Mar 2019, 8:57am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-01 08:57:00,,
10861688.0,http://www.abc.net.au/news/2019-03-04/analysis-claims-labor-big-tax-policies-misleading/10861688,"Analysis: Why using taxable income to attack Labor's negative gearing, capital gains and dividend imputation policies is misleading","In the lead up to the 2019 federal election, RMIT ABC Fact Check examines how tax data is being used in the public policy debate.",,,Liberal,Taxation,,"4 Mar 2019, 7:15am",RMIT ABC Fact Check,Australian Broadcasting Corporation,All rights reserved,2000 ABC,,2019-03-04 07:15:00,,
